date,wm_yr_wk,weekday,wday,month,year,d,event_name_1_col,event_type_1_col,event_name_2_col,event_type_2_col,snap_CA_col,snap_TX_col,snap_WI_col
2012-01-21,11152,Saturday,1,1,2012,d_358_col,,,,,0,0,0
2012-01-22,11152,Sunday,2,1,2012,d_359_col,,,,,0,0,0
2012-01-23,11152,Monday,3,1,2012,d_360_col,,,,,0,0,0
2012-01-24,11152,Tuesday,4,1,2012,d_361_col,,,,,0,0,0
2012-01-25,11152,Wednesday,5,1,2012,d_362_col,,,,,0,0,0
2012-01-26,11152,Thursday,6,1,2012,d_363_col,,,,,0,0,0
2012-01-27,11152,Friday,7,1,2012,d_364_col,,,,,0,0,0
2012-01-28,11201,Saturday,1,1,2012,d_365_col,,,,,0,0,0
2012-01-29,11201,Sunday,2,1,2012,d_366_col,,,,,0,0,0
2012-01-30,11201,Monday,3,1,2012,d_367_col,,,,,0,0,0
2012-01-31,11201,Tuesday,4,1,2012,d_368_col,,,,,0,0,0
2012-02-01,11201,Wednesday,5,2,2012,d_369_col,,,,,1,1,0
2012-02-02,11201,Thursday,6,2,2012,d_370_col,,,,,1,0,1
2012-02-03,11201,Friday,7,2,2012,d_371_col,,,,,1,1,1
2012-02-04,11202,Saturday,1,2,2012,d_372_col,,,,,1,0,0
2012-02-05,11202,Sunday,2,2,2012,d_373_col,SuperBowl,Sporting,,,1,1,1
2012-02-06,11202,Monday,3,2,2012,d_374_col,,,,,1,1,1
2012-02-07,11202,Tuesday,4,2,2012,d_375_col,,,,,1,1,0
2012-02-08,11202,Wednesday,5,2,2012,d_376_col,,,,,1,0,1
2012-02-09,11202,Thursday,6,2,2012,d_377_col,,,,,1,1,1
2012-02-10,11202,Friday,7,2,2012,d_378_col,,,,,1,0,0
2012-02-11,11203,Saturday,1,2,2012,d_379_col,,,,,0,1,1
2012-02-12,11203,Sunday,2,2,2012,d_380_col,,,,,0,1,1
2012-02-13,11203,Monday,3,2,2012,d_381_col,,,,,0,1,0
2012-02-14,11203,Tuesday,4,2,2012,d_382_col,ValentinesDay,Cultural,,,0,0,1
2012-02-15,11203,Wednesday,5,2,2012,d_383_col,,,,,0,1,1
2012-02-16,11203,Thursday,6,2,2012,d_384_col,,,,,0,0,0
2012-02-17,11203,Friday,7,2,2012,d_385_col,,,,,0,0,0
2012-02-18,11204,Saturday,1,2,2012,d_386_col,,,,,0,0,0
2012-02-19,11204,Sunday,2,2,2012,d_387_col,,,,,0,0,0
2012-02-20,11204,Monday,3,2,2012,d_388_col,PresidentsDay,National,,,0,0,0
2012-02-21,11204,Tuesday,4,2,2012,d_389_col,,,,,0,0,0
2012-02-22,11204,Wednesday,5,2,2012,d_390_col,LentStart,Religious,,,0,0,0
2012-02-23,11204,Thursday,6,2,2012,d_391_col,,,,,0,0,0
2012-02-24,11204,Friday,7,2,2012,d_392_col,,,,,0,0,0
2012-02-25,11205,Saturday,1,2,2012,d_393_col,,,,,0,0,0
2012-02-26,11205,Sunday,2,2,2012,d_394_col,,,,,0,0,0
2012-02-27,11205,Monday,3,2,2012,d_395_col,,,,,0,0,0
2012-02-28,11205,Tuesday,4,2,2012,d_396_col,,,,,0,0,0
2012-02-29,11205,Wednesday,5,2,2012,d_397_col,LentWeek2,Religious,,,0,0,0
2012-03-01,11205,Thursday,6,3,2012,d_398_col,,,,,1,1,0
2012-03-02,11205,Friday,7,3,2012,d_399_col,,,,,1,0,1
2012-03-03,11206,Saturday,1,3,2012,d_400_col,,,,,1,1,1
2012-03-04,11206,Sunday,2,3,2012,d_401_col,,,,,1,0,0
2012-03-05,11206,Monday,3,3,2012,d_402_col,,,,,1,1,1
2012-03-06,11206,Tuesday,4,3,2012,d_403_col,,,,,1,1,1
2012-03-07,11206,Wednesday,5,3,2012,d_404_col,,,,,1,1,0
2012-03-08,11206,Thursday,6,3,2012,d_405_col,Purim End,Religious,,,1,0,1
2012-03-09,11206,Friday,7,3,2012,d_406_col,,,,,1,1,1
2012-03-10,11207,Saturday,1,3,2012,d_407_col,,,,,1,0,0
2012-03-11,11207,Sunday,2,3,2012,d_408_col,,,,,0,1,1
2012-03-12,11207,Monday,3,3,2012,d_409_col,,,,,0,1,1
2012-03-13,11207,Tuesday,4,3,2012,d_410_col,,,,,0,1,0
2012-03-14,11207,Wednesday,5,3,2012,d_411_col,,,,,0,0,1
2012-03-15,11207,Thursday,6,3,2012,d_412_col,,,,,0,1,1
2012-03-16,11207,Friday,7,3,2012,d_413_col,,,,,0,0,0
2012-03-17,11208,Saturday,1,3,2012,d_414_col,StPatricksDay,Cultural,,,0,0,0
2012-03-18,11208,Sunday,2,3,2012,d_415_col,,,,,0,0,0
2012-03-19,11208,Monday,3,3,2012,d_416_col,,,,,0,0,0
2012-03-20,11208,Tuesday,4,3,2012,d_417_col,,,,,0,0,0
2012-03-21,11208,Wednesday,5,3,2012,d_418_col,,,,,0,0,0
2012-03-22,11208,Thursday,6,3,2012,d_419_col,,,,,0,0,0
2012-03-23,11208,Friday,7,3,2012,d_420_col,,,,,0,0,0
2012-03-24,11209,Saturday,1,3,2012,d_421_col,,,,,0,0,0
2012-03-25,11209,Sunday,2,3,2012,d_422_col,,,,,0,0,0
2012-03-26,11209,Monday,3,3,2012,d_423_col,,,,,0,0,0
2012-03-27,11209,Tuesday,4,3,2012,d_424_col,,,,,0,0,0
2012-03-28,11209,Wednesday,5,3,2012,d_425_col,,,,,0,0,0
2012-03-29,11209,Thursday,6,3,2012,d_426_col,,,,,0,0,0
2012-03-30,11209,Friday,7,3,2012,d_427_col,,,,,0,0,0
2012-03-31,11210,Saturday,1,3,2012,d_428_col,,,,,0,0,0
2012-04-01,11210,Sunday,2,4,2012,d_429_col,,,,,1,1,0
2012-04-02,11210,Monday,3,4,2012,d_430_col,,,,,1,0,1
2012-04-03,11210,Tuesday,4,4,2012,d_431_col,,,,,1,1,1
2012-04-04,11210,Wednesday,5,4,2012,d_432_col,,,,,1,0,0
2012-04-05,11210,Thursday,6,4,2012,d_433_col,,,,,1,1,1
2012-04-06,11210,Friday,7,4,2012,d_434_col,,,,,1,1,1
2012-04-07,11211,Saturday,1,4,2012,d_435_col,,,,,1,1,0
2012-04-08,11211,Sunday,2,4,2012,d_436_col,Easter,Cultural,,,1,0,1
2012-04-09,11211,Monday,3,4,2012,d_437_col,,,,,1,1,1
2012-04-10,11211,Tuesday,4,4,2012,d_438_col,,,,,1,0,0
2012-04-11,11211,Wednesday,5,4,2012,d_439_col,,,,,0,1,1
2012-04-12,11211,Thursday,6,4,2012,d_440_col,,,,,0,1,1
2012-04-13,11211,Friday,7,4,2012,d_441_col,,,,,0,1,0
2012-04-14,11212,Saturday,1,4,2012,d_442_col,Pesach End,Religious,,,0,0,1
2012-04-15,11212,Sunday,2,4,2012,d_443_col,OrthodoxEaster,Religious,,,0,1,1
2012-04-16,11212,Monday,3,4,2012,d_444_col,,,,,0,0,0
2012-04-17,11212,Tuesday,4,4,2012,d_445_col,,,,,0,0,0
2012-04-18,11212,Wednesday,5,4,2012,d_446_col,,,,,0,0,0
2012-04-19,11212,Thursday,6,4,2012,d_447_col,,,,,0,0,0
2012-04-20,11212,Friday,7,4,2012,d_448_col,,,,,0,0,0
2012-04-21,11213,Saturday,1,4,2012,d_449_col,,,,,0,0,0
2012-04-22,11213,Sunday,2,4,2012,d_450_col,,,,,0,0,0
2012-04-23,11213,Monday,3,4,2012,d_451_col,,,,,0,0,0
2012-04-24,11213,Tuesday,4,4,2012,d_452_col,,,,,0,0,0
2012-04-25,11213,Wednesday,5,4,2012,d_453_col,,,,,0,0,0
2012-04-26,11213,Thursday,6,4,2012,d_454_col,,,,,0,0,0
2012-04-27,11213,Friday,7,4,2012,d_455_col,,,,,0,0,0
2012-04-28,11214,Saturday,1,4,2012,d_456_col,,,,,0,0,0
2012-04-29,11214,Sunday,2,4,2012,d_457_col,,,,,0,0,0
2012-04-30,11214,Monday,3,4,2012,d_458_col,,,,,0,0,0
2012-05-01,11214,Tuesday,4,5,2012,d_459_col,,,,,1,1,0
2012-05-02,11214,Wednesday,5,5,2012,d_460_col,,,,,1,0,1
2012-05-03,11214,Thursday,6,5,2012,d_461_col,,,,,1,1,1
2012-05-04,11214,Friday,7,5,2012,d_462_col,,,,,1,0,0
2012-05-05,11215,Saturday,1,5,2012,d_463_col,Cinco De Mayo,Cultural,,,1,1,1
2012-05-06,11215,Sunday,2,5,2012,d_464_col,,,,,1,1,1
2012-05-07,11215,Monday,3,5,2012,d_465_col,,,,,1,1,0
2012-05-08,11215,Tuesday,4,5,2012,d_466_col,,,,,1,0,1
2012-05-09,11215,Wednesday,5,5,2012,d_467_col,,,,,1,1,1
2012-05-10,11215,Thursday,6,5,2012,d_468_col,,,,,1,0,0
2012-05-11,11215,Friday,7,5,2012,d_469_col,,,,,0,1,1
2012-05-12,11216,Saturday,1,5,2012,d_470_col,,,,,0,1,1
2012-05-13,11216,Sunday,2,5,2012,d_471_col,Mother's day,Cultural,,,0,1,0
2012-05-14,11216,Monday,3,5,2012,d_472_col,,,,,0,0,1
2012-05-15,11216,Tuesday,4,5,2012,d_473_col,,,,,0,1,1
2012-05-16,11216,Wednesday,5,5,2012,d_474_col,,,,,0,0,0
2012-05-17,11216,Thursday,6,5,2012,d_475_col,,,,,0,0,0
2012-05-18,11216,Friday,7,5,2012,d_476_col,,,,,0,0,0
2012-05-19,11217,Saturday,1,5,2012,d_477_col,,,,,0,0,0
2012-05-20,11217,Sunday,2,5,2012,d_478_col,,,,,0,0,0
2012-05-21,11217,Monday,3,5,2012,d_479_col,,,,,0,0,0
2012-05-22,11217,Tuesday,4,5,2012,d_480_col,,,,,0,0,0
2012-05-23,11217,Wednesday,5,5,2012,d_481_col,,,,,0,0,0
2012-05-24,11217,Thursday,6,5,2012,d_482_col,,,,,0,0,0
2012-05-25,11217,Friday,7,5,2012,d_483_col,,,,,0,0,0
2012-05-26,11218,Saturday,1,5,2012,d_484_col,,,,,0,0,0
2012-05-27,11218,Sunday,2,5,2012,d_485_col,,,,,0,0,0
2012-05-28,11218,Monday,3,5,2012,d_486_col,MemorialDay,National,,,0,0,0
2012-05-29,11218,Tuesday,4,5,2012,d_487_col,,,,,0,0,0
2012-05-30,11218,Wednesday,5,5,2012,d_488_col,,,,,0,0,0
2012-05-31,11218,Thursday,6,5,2012,d_489_col,,,,,0,0,0
2012-06-01,11218,Friday,7,6,2012,d_490_col,,,,,1,1,0
2012-06-02,11219,Saturday,1,6,2012,d_491_col,,,,,1,0,1
2012-06-03,11219,Sunday,2,6,2012,d_492_col,,,,,1,1,1
2012-06-04,11219,Monday,3,6,2012,d_493_col,,,,,1,0,0
2012-06-05,11219,Tuesday,4,6,2012,d_494_col,,,,,1,1,1
2012-06-06,11219,Wednesday,5,6,2012,d_495_col,,,,,1,1,1
2012-06-07,11219,Thursday,6,6,2012,d_496_col,,,,,1,1,0
2012-06-08,11219,Friday,7,6,2012,d_497_col,,,,,1,0,1
2012-06-09,11220,Saturday,1,6,2012,d_498_col,,,,,1,1,1
2012-06-10,11220,Sunday,2,6,2012,d_499_col,,,,,1,0,0
2012-06-11,11220,Monday,3,6,2012,d_500_col,,,,,0,1,1
2012-06-12,11220,Tuesday,4,6,2012,d_501_col,NBAFinalsStart,Sporting,,,0,1,1
2012-06-13,11220,Wednesday,5,6,2012,d_502_col,,,,,0,1,0
2012-06-14,11220,Thursday,6,6,2012,d_503_col,,,,,0,0,1
2012-06-15,11220,Friday,7,6,2012,d_504_col,,,,,0,1,1
2012-06-16,11221,Saturday,1,6,2012,d_505_col,,,,,0,0,0
2012-06-17,11221,Sunday,2,6,2012,d_506_col,Father's day,Cultural,,,0,0,0
2012-06-18,11221,Monday,3,6,2012,d_507_col,,,,,0,0,0
2012-06-19,11221,Tuesday,4,6,2012,d_508_col,,,,,0,0,0
2012-06-20,11221,Wednesday,5,6,2012,d_509_col,,,,,0,0,0
2012-06-21,11221,Thursday,6,6,2012,d_510_col,NBAFinalsEnd,Sporting,,,0,0,0
2012-06-22,11221,Friday,7,6,2012,d_511_col,,,,,0,0,0
2012-06-23,11222,Saturday,1,6,2012,d_512_col,,,,,0,0,0
2012-06-24,11222,Sunday,2,6,2012,d_513_col,,,,,0,0,0
2012-06-25,11222,Monday,3,6,2012,d_514_col,,,,,0,0,0
2012-06-26,11222,Tuesday,4,6,2012,d_515_col,,,,,0,0,0
2012-06-27,11222,Wednesday,5,6,2012,d_516_col,,,,,0,0,0
2012-06-28,11222,Thursday,6,6,2012,d_517_col,,,,,0,0,0
2012-06-29,11222,Friday,7,6,2012,d_518_col,,,,,0,0,0
2012-06-30,11223,Saturday,1,6,2012,d_519_col,,,,,0,0,0
2012-07-01,11223,Sunday,2,7,2012,d_520_col,,,,,1,1,0
2012-07-02,11223,Monday,3,7,2012,d_521_col,,,,,1,0,1
2012-07-03,11223,Tuesday,4,7,2012,d_522_col,,,,,1,1,1
2012-07-04,11223,Wednesday,5,7,2012,d_523_col,IndependenceDay,National,,,1,0,0
2012-07-05,11223,Thursday,6,7,2012,d_524_col,,,,,1,1,1
2012-07-06,11223,Friday,7,7,2012,d_525_col,,,,,1,1,1
2012-07-07,11224,Saturday,1,7,2012,d_526_col,,,,,1,1,0
2012-07-08,11224,Sunday,2,7,2012,d_527_col,,,,,1,0,1
2012-07-09,11224,Monday,3,7,2012,d_528_col,,,,,1,1,1
2012-07-10,11224,Tuesday,4,7,2012,d_529_col,,,,,1,0,0
2012-07-11,11224,Wednesday,5,7,2012,d_530_col,,,,,0,1,1
2012-07-12,11224,Thursday,6,7,2012,d_531_col,,,,,0,1,1
2012-07-13,11224,Friday,7,7,2012,d_532_col,,,,,0,1,0
2012-07-14,11225,Saturday,1,7,2012,d_533_col,,,,,0,0,1
2012-07-15,11225,Sunday,2,7,2012,d_534_col,,,,,0,1,1
2012-07-16,11225,Monday,3,7,2012,d_535_col,,,,,0,0,0
2012-07-17,11225,Tuesday,4,7,2012,d_536_col,,,,,0,0,0
2012-07-18,11225,Wednesday,5,7,2012,d_537_col,,,,,0,0,0
2012-07-19,11225,Thursday,6,7,2012,d_538_col,,,,,0,0,0
2012-07-20,11225,Friday,7,7,2012,d_539_col,Ramadan starts,Religious,,,0,0,0
2012-07-21,11226,Saturday,1,7,2012,d_540_col,,,,,0,0,0
2012-07-22,11226,Sunday,2,7,2012,d_541_col,,,,,0,0,0
2012-07-23,11226,Monday,3,7,2012,d_542_col,,,,,0,0,0
2012-07-24,11226,Tuesday,4,7,2012,d_543_col,,,,,0,0,0
2012-07-25,11226,Wednesday,5,7,2012,d_544_col,,,,,0,0,0
2012-07-26,11226,Thursday,6,7,2012,d_545_col,,,,,0,0,0
2012-07-27,11226,Friday,7,7,2012,d_546_col,,,,,0,0,0
2012-07-28,11227,Saturday,1,7,2012,d_547_col,,,,,0,0,0
2012-07-29,11227,Sunday,2,7,2012,d_548_col,,,,,0,0,0
2012-07-30,11227,Monday,3,7,2012,d_549_col,,,,,0,0,0
2012-07-31,11227,Tuesday,4,7,2012,d_550_col,,,,,0,0,0
2012-08-01,11227,Wednesday,5,8,2012,d_551_col,,,,,1,1,0
2012-08-02,11227,Thursday,6,8,2012,d_552_col,,,,,1,0,1
2012-08-03,11227,Friday,7,8,2012,d_553_col,,,,,1,1,1
2012-08-04,11228,Saturday,1,8,2012,d_554_col,,,,,1,0,0
2012-08-05,11228,Sunday,2,8,2012,d_555_col,,,,,1,1,1
2012-08-06,11228,Monday,3,8,2012,d_556_col,,,,,1,1,1
2012-08-07,11228,Tuesday,4,8,2012,d_557_col,,,,,1,1,0
2012-08-08,11228,Wednesday,5,8,2012,d_558_col,,,,,1,0,1
2012-08-09,11228,Thursday,6,8,2012,d_559_col,,,,,1,1,1
2012-08-10,11228,Friday,7,8,2012,d_560_col,,,,,1,0,0
2012-08-11,11229,Saturday,1,8,2012,d_561_col,,,,,0,1,1
2012-08-12,11229,Sunday,2,8,2012,d_562_col,,,,,0,1,1
2012-08-13,11229,Monday,3,8,2012,d_563_col,,,,,0,1,0
2012-08-14,11229,Tuesday,4,8,2012,d_564_col,,,,,0,0,1
2012-08-15,11229,Wednesday,5,8,2012,d_565_col,,,,,0,1,1
2012-08-16,11229,Thursday,6,8,2012,d_566_col,,,,,0,0,0
2012-08-17,11229,Friday,7,8,2012,d_567_col,,,,,0,0,0
2012-08-18,11230,Saturday,1,8,2012,d_568_col,,,,,0,0,0
2012-08-19,11230,Sunday,2,8,2012,d_569_col,Eid al-Fitr,Religious,,,0,0,0
2012-08-20,11230,Monday,3,8,2012,d_570_col,,,,,0,0,0
2012-08-21,11230,Tuesday,4,8,2012,d_571_col,,,,,0,0,0
2012-08-22,11230,Wednesday,5,8,2012,d_572_col,,,,,0,0,0
2012-08-23,11230,Thursday,6,8,2012,d_573_col,,,,,0,0,0
2012-08-24,11230,Friday,7,8,2012,d_574_col,,,,,0,0,0
2012-08-25,11231,Saturday,1,8,2012,d_575_col,,,,,0,0,0
2012-08-26,11231,Sunday,2,8,2012,d_576_col,,,,,0,0,0
2012-08-27,11231,Monday,3,8,2012,d_577_col,,,,,0,0,0
2012-08-28,11231,Tuesday,4,8,2012,d_578_col,,,,,0,0,0
2012-08-29,11231,Wednesday,5,8,2012,d_579_col,,,,,0,0,0
2012-08-30,11231,Thursday,6,8,2012,d_580_col,,,,,0,0,0
2012-08-31,11231,Friday,7,8,2012,d_581_col,,,,,0,0,0
2012-09-01,11232,Saturday,1,9,2012,d_582_col,,,,,1,1,0
2012-09-02,11232,Sunday,2,9,2012,d_583_col,,,,,1,0,1
2012-09-03,11232,Monday,3,9,2012,d_584_col,LaborDay,National,,,1,1,1
2012-09-04,11232,Tuesday,4,9,2012,d_585_col,,,,,1,0,0
2012-09-05,11232,Wednesday,5,9,2012,d_586_col,,,,,1,1,1
2012-09-06,11232,Thursday,6,9,2012,d_587_col,,,,,1,1,1
2012-09-07,11232,Friday,7,9,2012,d_588_col,,,,,1,1,0
2012-09-08,11233,Saturday,1,9,2012,d_589_col,,,,,1,0,1
2012-09-09,11233,Sunday,2,9,2012,d_590_col,,,,,1,1,1
2012-09-10,11233,Monday,3,9,2012,d_591_col,,,,,1,0,0
2012-09-11,11233,Tuesday,4,9,2012,d_592_col,,,,,0,1,1
2012-09-12,11233,Wednesday,5,9,2012,d_593_col,,,,,0,1,1
2012-09-13,11233,Thursday,6,9,2012,d_594_col,,,,,0,1,0
2012-09-14,11233,Friday,7,9,2012,d_595_col,,,,,0,0,1
2012-09-15,11234,Saturday,1,9,2012,d_596_col,,,,,0,1,1
2012-09-16,11234,Sunday,2,9,2012,d_597_col,,,,,0,0,0
2012-09-17,11234,Monday,3,9,2012,d_598_col,,,,,0,0,0
2012-09-18,11234,Tuesday,4,9,2012,d_599_col,,,,,0,0,0
2012-09-19,11234,Wednesday,5,9,2012,d_600_col,,,,,0,0,0
2012-09-20,11234,Thursday,6,9,2012,d_601_col,,,,,0,0,0
2012-09-21,11234,Friday,7,9,2012,d_602_col,,,,,0,0,0
2012-09-22,11235,Saturday,1,9,2012,d_603_col,,,,,0,0,0
2012-09-23,11235,Sunday,2,9,2012,d_604_col,,,,,0,0,0
2012-09-24,11235,Monday,3,9,2012,d_605_col,,,,,0,0,0
2012-09-25,11235,Tuesday,4,9,2012,d_606_col,,,,,0,0,0
2012-09-26,11235,Wednesday,5,9,2012,d_607_col,,,,,0,0,0
2012-09-27,11235,Thursday,6,9,2012,d_608_col,,,,,0,0,0
2012-09-28,11235,Friday,7,9,2012,d_609_col,,,,,0,0,0
2012-09-29,11236,Saturday,1,9,2012,d_610_col,,,,,0,0,0
2012-09-30,11236,Sunday,2,9,2012,d_611_col,,,,,0,0,0
2012-10-01,11236,Monday,3,10,2012,d_612_col,,,,,1,1,0
2012-10-02,11236,Tuesday,4,10,2012,d_613_col,,,,,1,0,1
2012-10-03,11236,Wednesday,5,10,2012,d_614_col,,,,,1,1,1
2012-10-04,11236,Thursday,6,10,2012,d_615_col,,,,,1,0,0
2012-10-05,11236,Friday,7,10,2012,d_616_col,,,,,1,1,1
2012-10-06,11237,Saturday,1,10,2012,d_617_col,,,,,1,1,1
2012-10-07,11237,Sunday,2,10,2012,d_618_col,,,,,1,1,0
2012-10-08,11237,Monday,3,10,2012,d_619_col,ColumbusDay,National,,,1,0,1
2012-10-09,11237,Tuesday,4,10,2012,d_620_col,,,,,1,1,1
2012-10-10,11237,Wednesday,5,10,2012,d_621_col,,,,,1,0,0
2012-10-11,11237,Thursday,6,10,2012,d_622_col,,,,,0,1,1
2012-10-12,11237,Friday,7,10,2012,d_623_col,,,,,0,1,1
2012-10-13,11238,Saturday,1,10,2012,d_624_col,,,,,0,1,0
2012-10-14,11238,Sunday,2,10,2012,d_625_col,,,,,0,0,1
2012-10-15,11238,Monday,3,10,2012,d_626_col,,,,,0,1,1
2012-10-16,11238,Tuesday,4,10,2012,d_627_col,,,,,0,0,0
2012-10-17,11238,Wednesday,5,10,2012,d_628_col,,,,,0,0,0
2012-10-18,11238,Thursday,6,10,2012,d_629_col,,,,,0,0,0
2012-10-19,11238,Friday,7,10,2012,d_630_col,,,,,0,0,0
2012-10-20,11239,Saturday,1,10,2012,d_631_col,,,,,0,0,0
2012-10-21,11239,Sunday,2,10,2012,d_632_col,,,,,0,0,0
2012-10-22,11239,Monday,3,10,2012,d_633_col,,,,,0,0,0
2012-10-23,11239,Tuesday,4,10,2012,d_634_col,,,,,0,0,0
2012-10-24,11239,Wednesday,5,10,2012,d_635_col,,,,,0,0,0
2012-10-25,11239,Thursday,6,10,2012,d_636_col,,,,,0,0,0
2012-10-26,11239,Friday,7,10,2012,d_637_col,EidAlAdha,Religious,,,0,0,0
2012-10-27,11240,Saturday,1,10,2012,d_638_col,,,,,0,0,0
2012-10-28,11240,Sunday,2,10,2012,d_639_col,,,,,0,0,0
2012-10-29,11240,Monday,3,10,2012,d_640_col,,,,,0,0,0
2012-10-30,11240,Tuesday,4,10,2012,d_641_col,,,,,0,0,0
2012-10-31,11240,Wednesday,5,10,2012,d_642_col,Halloween,Cultural,,,0,0,0
2012-11-01,11240,Thursday,6,11,2012,d_643_col,,,,,1,1,0
2012-11-02,11240,Friday,7,11,2012,d_644_col,,,,,1,0,1
2012-11-03,11241,Saturday,1,11,2012,d_645_col,,,,,1,1,1
2012-11-04,11241,Sunday,2,11,2012,d_646_col,,,,,1,0,0
2012-11-05,11241,Monday,3,11,2012,d_647_col,,,,,1,1,1
2012-11-06,11241,Tuesday,4,11,2012,d_648_col,,,,,1,1,1
2012-11-07,11241,Wednesday,5,11,2012,d_649_col,,,,,1,1,0
2012-11-08,11241,Thursday,6,11,2012,d_650_col,,,,,1,0,1
2012-11-09,11241,Friday,7,11,2012,d_651_col,,,,,1,1,1
2012-11-10,11242,Saturday,1,11,2012,d_652_col,,,,,1,0,0
2012-11-11,11242,Sunday,2,11,2012,d_653_col,VeteransDay,National,,,0,1,1
2012-11-12,11242,Monday,3,11,2012,d_654_col,,,,,0,1,1
2012-11-13,11242,Tuesday,4,11,2012,d_655_col,,,,,0,1,0
2012-11-14,11242,Wednesday,5,11,2012,d_656_col,,,,,0,0,1
2012-11-15,11242,Thursday,6,11,2012,d_657_col,,,,,0,1,1
2012-11-16,11242,Friday,7,11,2012,d_658_col,,,,,0,0,0
2012-11-17,11243,Saturday,1,11,2012,d_659_col,,,,,0,0,0
2012-11-18,11243,Sunday,2,11,2012,d_660_col,,,,,0,0,0
2012-11-19,11243,Monday,3,11,2012,d_661_col,,,,,0,0,0
2012-11-20,11243,Tuesday,4,11,2012,d_662_col,,,,,0,0,0
2012-11-21,11243,Wednesday,5,11,2012,d_663_col,,,,,0,0,0
2012-11-22,11243,Thursday,6,11,2012,d_664_col,Thanksgiving,National,,,0,0,0
2012-11-23,11243,Friday,7,11,2012,d_665_col,,,,,0,0,0
2012-11-24,11244,Saturday,1,11,2012,d_666_col,,,,,0,0,0
2012-11-25,11244,Sunday,2,11,2012,d_667_col,,,,,0,0,0
2012-11-26,11244,Monday,3,11,2012,d_668_col,,,,,0,0,0
2012-11-27,11244,Tuesday,4,11,2012,d_669_col,,,,,0,0,0
2012-11-28,11244,Wednesday,5,11,2012,d_670_col,,,,,0,0,0
2012-11-29,11244,Thursday,6,11,2012,d_671_col,,,,,0,0,0
2012-11-30,11244,Friday,7,11,2012,d_672_col,,,,,0,0,0
2012-12-01,11245,Saturday,1,12,2012,d_673_col,,,,,1,1,0
2012-12-02,11245,Sunday,2,12,2012,d_674_col,,,,,1,0,1
2012-12-03,11245,Monday,3,12,2012,d_675_col,,,,,1,1,1
2012-12-04,11245,Tuesday,4,12,2012,d_676_col,,,,,1,0,0
2012-12-05,11245,Wednesday,5,12,2012,d_677_col,,,,,1,1,1
2012-12-06,11245,Thursday,6,12,2012,d_678_col,,,,,1,1,1
2012-12-07,11245,Friday,7,12,2012,d_679_col,,,,,1,1,0
2012-12-08,11246,Saturday,1,12,2012,d_680_col,,,,,1,0,1
2012-12-09,11246,Sunday,2,12,2012,d_681_col,,,,,1,1,1
2012-12-10,11246,Monday,3,12,2012,d_682_col,,,,,1,0,0
2012-12-11,11246,Tuesday,4,12,2012,d_683_col,,,,,0,1,1
2012-12-12,11246,Wednesday,5,12,2012,d_684_col,,,,,0,1,1
2012-12-13,11246,Thursday,6,12,2012,d_685_col,,,,,0,1,0
2012-12-14,11246,Friday,7,12,2012,d_686_col,,,,,0,0,1
2012-12-15,11247,Saturday,1,12,2012,d_687_col,,,,,0,1,1
2012-12-16,11247,Sunday,2,12,2012,d_688_col,Chanukah End,Religious,,,0,0,0
2012-12-17,11247,Monday,3,12,2012,d_689_col,,,,,0,0,0
2012-12-18,11247,Tuesday,4,12,2012,d_690_col,,,,,0,0,0
2012-12-19,11247,Wednesday,5,12,2012,d_691_col,,,,,0,0,0
2012-12-20,11247,Thursday,6,12,2012,d_692_col,,,,,0,0,0
2012-12-21,11247,Friday,7,12,2012,d_693_col,,,,,0,0,0
2012-12-22,11248,Saturday,1,12,2012,d_694_col,,,,,0,0,0
2012-12-23,11248,Sunday,2,12,2012,d_695_col,,,,,0,0,0
2012-12-24,11248,Monday,3,12,2012,d_696_col,,,,,0,0,0
2012-12-25,11248,Tuesday,4,12,2012,d_697_col,Christmas,National,,,0,0,0
2012-12-26,11248,Wednesday,5,12,2012,d_698_col,,,,,0,0,0
2012-12-27,11248,Thursday,6,12,2012,d_699_col,,,,,0,0,0
2012-12-28,11248,Friday,7,12,2012,d_700_col,,,,,0,0,0
2012-12-29,11249,Saturday,1,12,2012,d_701_col,,,,,0,0,0
2012-12-30,11249,Sunday,2,12,2012,d_702_col,,,,,0,0,0
2012-12-31,11249,Monday,3,12,2012,d_703_col,,,,,0,0,0
2013-01-01,11249,Tuesday,4,1,2013,d_704_col,NewYear,National,,,1,1,0
2013-01-02,11249,Wednesday,5,1,2013,d_705_col,,,,,1,0,1
2013-01-03,11249,Thursday,6,1,2013,d_706_col,,,,,1,1,1
2013-01-04,11249,Friday,7,1,2013,d_707_col,,,,,1,0,0
2013-01-05,11250,Saturday,1,1,2013,d_708_col,,,,,1,1,1
2013-01-06,11250,Sunday,2,1,2013,d_709_col,,,,,1,1,1
2013-01-07,11250,Monday,3,1,2013,d_710_col,OrthodoxChristmas,Religious,,,1,1,0
2013-01-08,11250,Tuesday,4,1,2013,d_711_col,,,,,1,0,1
2013-01-09,11250,Wednesday,5,1,2013,d_712_col,,,,,1,1,1
2013-01-10,11250,Thursday,6,1,2013,d_713_col,,,,,1,0,0
2013-01-11,11250,Friday,7,1,2013,d_714_col,,,,,0,1,1
2013-01-12,11251,Saturday,1,1,2013,d_715_col,,,,,0,1,1
2013-01-13,11251,Sunday,2,1,2013,d_716_col,,,,,0,1,0
